0,1,1001,4000,2419200
86400,1,1001,4000,2419200
172800,1,1001,4000,2419200
259200,1,1001,4000,2419200
345600,1,1001,4000,2419200
432000,1,1001,4000,2419200
518400,1,1001,4000,2419200
604800,1,1001,4000,2419200
691200,1,1001,4000,2419200
777600,1,1001,4000,2419200
864000,1,1001,4000,2419200
950400,1,1001,4000,2419200
1036800,1,1001,4000,2419200
1123200,1,1001,4000,2419200
1209600,1,1001,4000,2419200
1296000,1,1001,4000,2419200
1382400,1,1001,4000,2419200
1468800,1,1001,4000,2419200
1555200,1,1001,4000,2419200
1641600,1,1001,4000,2419200
